src,ref,extra_ref,Facebook_FAIR.6862,SID,raw_score,z_score,z_score_norm,raw_score_norm,annotators
"""I wanted to play for my country as a player.",„Ich wollte als Spieler für mein Land antreten.“,„Ich wollte als Spieler für mein Land spielen.,„Ich wollte als Spieler für mein Land spielen.,1360,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"I got a B cap and that was it,"" Ross told BBC Scotland's Sportsound.","Ich bekam eine B-Kappe und das war's"", sagte Ross zu BBC Schottlands Sportsound.","Ich bekam einen B-Einsatz und das wars,“ sagte Ross gegenüber Sportsound von BBC Scotland.","Ich bekam eine B-Kappe und das war 's „, sagte Ross dem BBC Scotland' s Sportsound.",1361,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"""But I grew up watching Scotland at Hampden a lot with my dad as a kid, and it is always something that has drawn me back.","""Aber ich habe Schottland in Hampden oft mit meinem Vater als Kind beobachtet, und es ist immer etwas, das mich zurückgebracht hat.","„Aber ich bin so aufgewachsen, dass ich als Kind oft mit meinem Vater Schottland in Hampden gesehen habe, und das ist immer etwas, das mich dorthin zurückgezogen hat.","„Aber ich bin als Kind viel mit meinem Vater in Hampden aufgewachsen, und es ist immer etwas, das mich zurückgezogen hat.",1362,98.0,0.227605142454337,-0.20126254364684004,0.5101853464987719,1
"That opportunity would only come, though, if I am successful in club management.""","„Diese Chance würde aber nur kommen, wenn ich im Clubmanagement erfolgreich bin.""","Diese Gelegenheit würde sich allerdings nur dann ergeben, wenn ich im Clubmanagement erfolgreich bin.“","Diese Chance würde sich aber nur ergeben, wenn ich im Club-Management erfolgreich bin „.",1363,25.0,-3.471783546234,-6.4590172996128254,-4.345186423028152,1
"Ross's predecessors as Sunderland manager include Dick Advocaat, David Moyes, Sam Allardyce, Martin O'Neill, Roy Keane, Gus Poyet and Paulo Di Canio.","Vor Ross waren Dick Advocaat, David Moyes, Sam Allardyce, Martin O'Neill, Roy Keane, Gus Poyet und Paulo Di Canio Manager von Sunderland.","Die Vorgänger von Ross als Mannschaftsmanager bei Sunderland sind Dick Advocaat, David Moyes, Sam Allardyce, Martin O'Neill, Roy Keane, Gus Poyet und Paulo Di Canio.","Ross 'Vorgänger als Sunderland-Manager sind Dick Advocaat, David Moyes, Sam Allardyce, Martin O' Neill, Roy Keane, Gus Poyet und Paulo Di Canio.",1364,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
"The former Alloa Athletic boss says he felt no trepidation in following such established names at such a big club, having previously rejected overtures from Barnsley and Ipswich Town.","Der frühere Manager von Alloa Athletic sagt, dass er keine Angst davor gehabt habe, in die Fußstapfen dieser etablierten Manager in einem solch großen Klub zu treten. Zuvor hatte er bereits Angebote von Barnsley und Ipswich Town abgelehnt.","Der ehemalige Alloa-Athletic-Boss sagt, er habe kein Muffensausen in die Fußstapfen dieser etablierten Namen bei diesen großen Vereinen zu treten; er habe ja zuvor Angebote von Barnsley und Ipswich Town abgelehnt.","Der ehemalige Chef von Alloa Athletic sagt, er habe keine Berührungsängste verspürt, solchen etablierten Namen bei einem so großen Klub zu folgen, nachdem er zuvor Angebote aus Barnsley und Ipswich Town abgelehnt hatte.",1365,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"""Success for me at the moment will be gauged by 'can I return this club to the Premier League?'","""Der Erfolg für mich wird im Moment durch die Frage definiert ""Kann ich diesen Verein in die Premier League zurückbringen?""",„Im Moment misst sich Erfolg für mich an der Frage: ‚Kann ich diesen Club in die Premier League zurückbringen?“,"„Der Erfolg für mich im Moment wird sich daran messen lassen, ob ich diesen Verein in die Premier League zurückführen kann“.",1366,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"Because of the structure and facilities at this club, it undoubtedly belongs in the Premier League,"" he said.","Mit seiner Struktur und seinen Einrichtungen gehört dieser Klub ohne Zweifel in die Premier League“, sagte er.","Aufgrund der Struktur und der Möglichkeiten dieses Vereins, gehört er ohne Zweifel in die Premier League“, sagte er.","Aufgrund der Struktur und Ausstattung bei diesem Verein gehört er zweifellos in die Premier League „, sagte er.",1367,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"""It is not an easy task to get it there, but I would probably only view myself as being successful here if I can get the club back there.""","„Es dorthin zu schaffen, ist keine leichte Aufgabe, aber ich würde mich wahrscheinlich nur dann als erfolgreich ansehen, wenn ich den Club wieder dorthin zurückbringen kann.""","„Es ist keine einfache Aufgabe, ihn dorthin zu bringen, aber ich würde mich hier wahrscheinlich nur als erfolgreich betrachten, wenn ich den Club dorthin zurückbringen kann.“","„Es ist keine leichte Aufgabe, es dorthin zu schaffen, aber ich würde mich hier wahrscheinlich nur dann als erfolgreich sehen, wenn ich den Verein dorthin zurückholen kann“.",1368,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
"Ross is only three years into his management career, after a period as assistant boss at Dumbarton and a 15-month spell on Hearts' coaching staff.","Ross ist nur drei Jahre in seiner Managementkarriere, nach einer Zeit als Co-Trainer bei Dumbarton und einem 15-monatigen Zauber für Hearts' coaching Personal.","Ross verfolgt erst seit drei Jahren seine Trainerkarriere, nach einer Zeit als Co-Trainer bei Dumbarton und 15 Monaten im Trainerstab der Hearts.","Ross ist erst drei Jahre in seiner Management-Karriere, nach einer Zeit als Assistenzchef bei Dumbarton und einem 15-monatigen Bann für Hearts 'Trainerstab.",1369,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
"He then helped Alloa recover from relegation to the third tier, and transformed St Mirren from the brink of relegation to Championship title winners the following season.","Er half Alloa dann, sich von der Relegation in die dritte Klasse zu erholen, und verhalf St. Mirren vom Rande der Relegation in der folgenden Saison zum Meistertitel.",Dann half er Alloa sich von ihrem Abstieg in die dritte Liga zu erholen und verwandelte den Abstiegskandidaten St Mirren die Saison darauf zu Gewinnern der Meisterschaft.,"Anschließend half er Alloa, sich vom Abstieg in die dritte Liga zu erholen, und verwandelte St. Mirren in der darauffolgenden Saison vom Rand des Abstiegs zum Meistertitel.",1370,76.0,-0.887279119890092,-2.0871612372256276,-0.9530773785641368,1
"And Ross says he feels more comfortable now than he ever did during his playing career at Clyde, Hartlepool, Falkirk, St Mirren and Hamilton Academical.","Ross sagt außerdem, dass er sich während seiner Spielerkarriere bei Clyde, Hartlepool, Falkirk, St Mirren und Hamilton Academical nie so wohl gefühlt habe wie jetzt.","Und Ross sagt, er fühle sich jetzt wohler als je zuvor während seiner Spielerkarriere bei Clyde, Hartlepool, Falkirk, St Mirren und Hamilton Academical.","Und Ross sagt, er fühle sich jetzt wohler als je zuvor während seiner Spielerkarriere bei Clyde, Hartlepool, Falkirk, St. Mirren und Hamilton Academical.",1371,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"""It was probably a real crossroads,"" he recalled, of taking charge of Alloa.","„Es war wahrscheinlich eine echter Scheideweg"", erinnerte er sich, als er die Leitung von Alloa übernahm.","„Es war wahrscheinlich ein echter Scheideweg“, erinnerte er sich daran, wie er die Leitung bei Alloa übernahm.","„Es war wahrscheinlich ein echter Scheideweg“, erinnerte er sich, als er die Verantwortung für Alloa übernahm.",1372,98.0,0.227605142454337,-0.20126254364684004,0.5101853464987719,1
"""I genuinely did believe management was the right fit for me, more so than playing.","„Ich habe wirklich gedacht, dass die Position als Manager das Richtige für mich ist, mehr noch als die eines Spielers.","„Ich war der festen Überzeugung, dass Management das Richtige für mich ist, dass es besser zu mir passt als Spielen.","„Ich habe wirklich geglaubt, dass das Management das Richtige für mich war, mehr noch als das Spielen.",1373,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
"It sounds bizarre because I did okay, made a reasonable living out of it, and enjoyed some reasonable highs.","Das hört sich vielleicht komisch an, weil ich gut gespielt, ein vernünftiges Einkommen erzielt und auch einige Höhepunkte erlebt habe.","Es klingt seltsam, denn ich bin ganz gut zurechtgekommen, habe es sinnvoll gelebt und hatte einige angemessene Hochs.","Es klingt bizarr, weil ich es okay gemacht habe, vernünftig davon gelebt habe und einige vernünftige Höhen genossen habe.",1374,98.0,0.227605142454337,-0.20126254364684004,0.5101853464987719,1
But playing can be tough.,Das Leben eines Spielers kann aber hart sein.,Aber Spielen kann hart sein.,Aber spielen kann hart sein.,1375,76.0,-0.887279119890092,-2.0871612372256276,-0.9530773785641368,1
There are a lot of things you have to get through on a weekly basis.,"Es gibt eine Menge Dinge, die man wöchentlich mitmachen muss.","Es gibt viele Dinge, die Sie jede Woche erledigen müssen.","Es gibt eine Menge Dinge, die man wöchentlich durchstehen muss.",1376,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
I still go through that in terms of the stresses and pressure of the job but management just feels right.,"Stress und Druck erlebe ich immer noch, aber im Management fühle ich mich zuhause.","Ich leide immer noch an Arbeitsbelastung und Stress, aber die Unternehmensleitung fühlt sich einfach richtig an.","Ich erlebe das immer noch in Bezug auf den Stress und den Druck des Jobs, aber das Management fühlt sich einfach richtig an.",1377,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"I always wanted to manage and now I am doing it, it feels the most comfortable I have been in my own skin throughout my entire adult life.""",Ich wollte immer mal Manager werden und jetzt kann ich das machen. Ich habe mich in meinem ganzen Erwachsenenleben noch nie so wohl in meiner Haut gefühlt.“,"Ich wollte schon immer managen und jetzt wo ich es tue, habe ich mich in meinem gesamten Erwachsenenleben noch nie so wohl in meiner Haut gefühlt wie jetzt.“","Ich wollte es immer schaffen und jetzt mache ich es, es fühlt sich am wohlsten an, in meiner eigenen Haut während meines gesamten Erwachsenenlebens gewesen zu sein „.",1378,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
"You can listen to the full interview on Sportsound on Sunday, 30 September, on Radio Scotland between 12:00 and 13:00 BST","Sie können das vollständige Sportsound-Interview am Sonntag, 30. September, auf Radio Schottland zwischen 12:00 und 13:00 BST hören.","Zu hören ist das vollständige Interview zu Sportsound am Sonntag, den 30. September, zwischen 12:00 Uhr und 13:00 Uhr britische Sommerzeit auf Radio Scotland.","Sie können das vollständige Interview auf Sportsound am Sonntag, 30. September, auf Radio Scotland zwischen 12: 00 und 13: 00 Uhr BST hören",1379,99.0,0.278281699833629,-0.11553987575689552,0.5766972885470859,1
"Perfect time for a pint is 5.30pm on a Saturday, survey finds","Die perfekte Zeit für ein Bier ist 17.30 Uhr an einem Samstag, stellt eine Umfrage fest.","Umfrage ergibt, dass 17:30 Uhr am Samstag die perfekte Zeit für ein Bier ist.",Perfekte Zeit für ein Pint ist laut Umfrage 17.30 Uhr an einem Samstag,1380,100.0,0.328958257212921,-0.02981720786695101,0.6432092305953999,1
The summer heatwave has boosted takings for Britain's struggling pubs but heaped more pressure on restaurant chains.,"Die sommerliche Hitzewelle hat die Einnahmen für die angeschlagenen britischen Pubs erhöht, aber den Druck auf die Restaurantketten erhöht.","Die Hitzewelle im Sommer hat die Einnahmen der mit Problemen kämpfenden Pubs im Vereinigten Königreich kräftig gesteigert, aber die Restaurantketten stärker unter Druck gesetzt.","Die Hitzewelle im Sommer hat die Einnahmen der angeschlagenen britischen Pubs in die Höhe getrieben, aber den Druck auf die Restaurantketten erhöht.",1381,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"Pub and bar groups saw sales rise 2.7 per cent in July - but takings in restaurants were down 4.8 per cent, figures revealed.","Pub- und Bar-Gruppen erfuhren ein Umsatzplus von 2,7 Prozent im Juli - die Einnahmen in Restaurants jedoch sankenm 4,8 Prozent, so die Zahlen.","Den Zahlen zufolge stiegen die Umsätze der Pub- und Barketten im Juli um 2,7 Prozent, die Einnahmen der Restaurants fielen jedoch um 4,8 Prozent.","Kneipengruppen verzeichneten im Juli ein Umsatzplus von 2,7 Prozent – aber die Umsätze in Restaurants gingen um 4,8 Prozent zurück, wie aus Zahlen hervorgeht.",1382,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"Peter Martin, of business consultancy CGA, which compiled the figures, said: ""Continued sunshine and England's longer than expected participation in the World Cup meant July followed a similar pattern to the previous month of June, when pubs were up 2.8 per cent, except that restaurants were hit even harder.","Peter Martin, von der Unternehmensberatung CGA, die die Zahlen zusammengestellt hat, sagte: ""Anhaltender Sonnenschein und Englands länger als erwartet dauernde Teilnahme an der Weltmeisterschaft führten dazu, dass der Juli einem ähnlichen Muster folgte wie im Vormonat Juni, als die Pub-Besuche um 2,8 Prozent stiegen, nur dass die Restaurants noch stärker betroffen waren.","Peter Martin von der Unternehmensberatung CGA, die die Zahlen zusammengestellt hat, sagt: „Das anhaltende sonnige Wetter sowie die länger als erwartet dauernde Teilnahme Englands an der Weltmeisterschaft bedeutete, dass der Juli einem ähnlichen Muster folgte wie der vorangegangene Monat Juni, als die Pubs einen Anstieg von 2,8 Prozent verzeichneten, mit der Ausnahme, dass die Restaurant sogar noch stärker betroffen waren.","Peter Martin von der Unternehmensberatung CGA, die die Zahlen zusammengestellt hat, sagte: „Anhaltender Sonnenschein und Englands länger als erwartete Teilnahme an der Fußball-Weltmeisterschaft führten dazu, dass der Juli einem ähnlichen Muster folgte wie der Vormonat Juni, als die Pubs um 2,8 Prozent zulegten, nur dass die Restaurants noch stärker betroffen waren.",1383,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
The fall of 1.8 per cent in restaurant trading in June just got worse in July.,"Der Rückgang des Gastronomiegeschäfts um 1,8 Prozent im Juni hat sich im Juli nur noch verschärft.","Der Rückgang im Restaurant-Handel von 1,8 Prozent im Juni wurde im Juli noch schlimmer.","Der Rückgang des Gaststättenhandels im Juni um 1,8 Prozent hat sich im Juli nur noch verschärft.",1384,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
Drink-led pubs and bars performed by far the strongest with like-for-likes up more than restaurants were down.,"Von Getränken dominierte Pubs und Bars traten mit Abstand am stärksten auf, wobei die Like-for-Like-Zahlen mehr stiegen als die Restaurants fielen.",Alkoholische Getränke führende Pubs und Bars schnitten bei Weitem am besten ab mit „Like-for-Like” mehr nach oben als Restaurants waren nach unten.,"Trinkgeladene Kneipen und Bars schnitten mit Abstand am stärksten ab, wobei Gleichgesinnte mehr nach oben kamen als Restaurants nach unten.",1385,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"Food-led pubs also suffered in the sun, although not as dramatically as the restaurant operators.","Auch die von Lebensmitteln dominierten Pubs litten unter der Sonne, wenn auch nicht so dramatisch wie die Restaurantbetreiber.","Pubs mit Gastronomie litten ebenfalls unter der Sonne, aber nicht so stark wie Restaurantbetreiber.","Auch gastronomisch geführte Kneipen litten unter der Sonne, wenn auch nicht so dramatisch wie die Betreiber der Restaurants.",1386,78.0,-1.09346794313135,-2.4359429408650195,-0.8200534944675087,1
It seems people just wanted to go out for a drink.,"Es scheint, dass die Leute nur auf einen Drink ausgehen wollten.","Es scheint, die Leute wollten einfach einen trinken gehen.","Es scheint, als wollten die Leute einfach nur etwas trinken gehen.",1387,98.0,0.54624861546433,0.33774345882671925,0.5101853464987719,1
"Across managed pubs and bars drink sales were up 6.6 per cent for the month, with food down three per cent.""","In den verwalteten Pubs und Bars stieg der Umsatz für Getränke um 6,6 Prozent diesen Monat, während das Essen um drei Prozent sank.""","„In allen geführten Pubs und Bars legten Getränkeverkäufe für den Monat generell um 6,6 Prozent zu, während Speisen um drei Prozent zurückgingen.”","In allen gemanagten Kneipen und Bars stieg der Getränkeabsatz für den Monat um 6,6 Prozent, bei Lebensmitteln um drei Prozent „.",1388,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"Paul Newman, of leisure and hospitality analysts RSM said: ""These results continue the trend we've seen since the end of April.","Paul Newman, ein RSM-Analyst für den Bereich Freizeit und Gastgewerbe sagte: ""Diese Ergebnisse setzen den Trend fort, den wir seit Ende April gesehen haben.","Paul Newman von den Freizeit- und Gastgewerbeanalysten RSM sagte: „Diese Ergebnisse setzen den Trend fort, den wir seit Ende April sehen.","Paul Newman von den Freizeit- und Gaststättenanalysten RSM sagte: „Diese Ergebnisse setzen den Trend fort, den wir seit Ende April beobachten.",1389,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
Weather and the impact of major social or sporting events remain the biggest factors when it comes to sales in the out-of-home market.,"Das Wetter und die Auswirkungen von sozialen oder sportlichen Großereignissen bleiben die größten Faktoren, wenn es um den Verkauf im Außer-Haus-Markt geht.",Das Wetter und die Auswirkungen von großen gesellschaftlichen oder Sportereignissen bleiben weiterhin die wichtigsten Faktoren für Verkäufe im Out-of-Home-Markt.,"Das Wetter und die Auswirkungen gesellschaftlicher oder sportlicher Großereignisse bleiben die größten Faktoren, wenn es um Verkäufe auf dem Außer-Haus-Markt geht.",1390,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"It comes as no surprise that restaurant groups continue to struggle, albeit a sales drop of 4.8 per cent year-on-year will be particularly painful on top of ongoing cost pressures.","Es ist nicht verwunderlich, dass die Restaurantgruppen weiterhin unter Druck stehen, wenngleich ein Umsatzrückgang von 4,8 Prozent gegenüber dem Vorjahr neben dem anhaltenden Kostendruck besonders schmerzhaft sein wird.","Es kommt nicht überraschend, dass Restaurantketten weiterhin Schwierigkeiten haben, ein Umsatzrückgang von 4,8 Prozent Jahr für Jahr wird jedoch zusätzlich zum laufenden Kostendruck besonders schmerzhaft sein.","Es überrascht nicht, dass die Restaurantkonzerne weiter zu kämpfen haben, auch wenn ein Umsatzrückgang von 4,8 Prozent im Jahresvergleich zusätzlich zum anhaltenden Kostendruck besonders schmerzhaft sein wird.",1391,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"The long hot summer could not have come at a worse time for food-led operators and time will tell whether the more moderate temperatures we've experienced in August will provide some much-needed respite.""","Der lange heiße Sommer hätte für Lebensmittelbetreiber zu keinem schlechteren Zeitpunkt kommen können, und die Zeit wird zeigen, ob die gemäßigteren Temperaturen, die wir im August erlebt haben, für die dringend benötigte Pause sorgen werden.","Für mahlzeitenorientierte Betreiber hätte der lange heiße Sommer zu keiner schlimmeren Zeit kommen können, und es wird sich herausstellen, ob die eher gemäßigten Temperaturen, die wir im August hatten, für etwas dringend benötigte Erholung sorgen.“","Der lange heiße Sommer hätte für die Betreiber von Lebensmittelbetrieben nicht zu einem schlechteren Zeitpunkt kommen können, und die Zeit wird zeigen, ob die moderateren Temperaturen, die wir im August erlebt haben, eine dringend benötigte Atempause bieten werden „.",1392,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"Total sales growth across pub and restaurants, including new openings, was 2.7 per cent in July, reflecting the slow down in brand roll-outs.","Insgesamt betrug das Umsatzwachstum in Pubs und Restaurants, einschließlich der Neueröffnungen, 2,7 Prozent im Juli, was die langsame Einführung neuer Marken wiederspiegelt.","Das Umsatzwachstum von Pubs und Restaurants, einschließlich Neueröffnungen, betrug im Juli 2,7 Prozent und spiegelte so die Verlangsamung des Brand-Rollout wider.","Das gesamte Umsatzwachstum über Kneipen und Restaurants, einschließlich Neueröffnungen, lag im Juli bei 2,7 Prozent, was die Verlangsamung der Markeneinführung widerspiegelt.",1393,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"The Coffer Peach Tracker industry sales monitor for the UK pub, bar and restaurant sector collects and analyses performance data from 47 operating groups, with a combined turnover of over £9 billion, and is the established industry benchmark.","Der Coffer Peach Tracker-Branchenmonitor für den britischen Pub-, Bar-und Restaurantsektor sammelt und analysiert Leistungsdaten von 47 Betriebsgruppen mit einem Gesamtumsatz von über 9 Milliarden Pfund und ist der etablierte Branchenmaßstab.","Der Branchenvertriebsmonitor Coffer Peach Tracker für den Pub-, Bar- und Restaurantsektor in Großbritannien sammelt und analysiert Leistungsdaten von 47 operativen Gruppen mit einem gemeinsamen Umsatz von über 9 Milliarden Pfund, zudem ist er der etablierte Richtwert der Branche.","Der Branchenumsatzmonitor Coffer Peach Tracker für den britischen Pub, Bar und Restaurant-Sektor sammelt und analysiert Leistungsdaten von 47 operativen Gruppen mit einem Gesamtumsatz von über 9 Milliarden Pfund und ist der etablierte Branchenmaßstab.",1394,95.0,0.300291131674978,-0.07830950112704156,0.3106495203538298,1
One in five children have secret social media accounts that they hide from their parents,"Eines von fünf Kindern hat geheime Social-Media-Konten, die es vor seinen Eltern verbirgt","Jedes fünfte Kind hat geheime Konten für soziale Netzwerke, die es vor seinen Eltern versteckt","Jedes fünfte Kind hat geheime Social-Media-Konten, die es vor seinen Eltern versteckt",1395,99.0,0.628234443394114,0.4764277788113062,0.5766972885470859,1
"One in five children - some as young as 11 - have secret social media accounts that they hide from their parents and teachers, survey reveals","Laut einer Umfrage hat jedes fünfte Kind – einige 11 Jahre alt – haben geheime Social-Media-Konten, die sie vor ihren Eltern und Lehrern verstecken.","Eins von fünf Kindern – einige von ihnen sind nicht älter als 11 – hat geheime Social-Media-Konten, die es vor seinen Eltern und Lehrern versteckt, offenbart die Studie.","Umfrage zeigt, dass jedes fünfte Kind – manche erst 11 Jahre alt – geheime Social-Media-Konten hat, die es vor seinen Eltern und Lehrern versteckt",1396,97.0,0.322328812779177,-0.041031341045636466,0.44367340445045783,1
"Survey of 20,000 secondary school pupils revealed growth in ""fake Insta"" pages",Eine Umfrage unter 20.000 Schülern der Sekundarstufe ergab ein Ansteigen der „falschen Insta“-Seiten,Eine Befragung von 20.000 Sekundarschülern ergab eine Zunahme von „gefakten” Instagram-Seiten.,Umfrage unter 20.000 Sekundarschülern ergab Wachstum bei „Fake-Insta“ -Seiten,1397,96.0,0.257863050223342,-0.15007933956070593,0.3771614624021438,1
The news has heightened fears that sexual content is being posted,"Diese Nachricht hat die Befürchtungen verstärkt, dass sexuelle Inhalte gepostet werden","In den Nachrichten wurden Befürchtungen geäußert, dass sexuelle Inhalte gepostet wurden.","Die Nachricht hat Befürchtungen verstärkt, dass sexuelle Inhalte gepostet werden",1398,99.0,0.451260337890848,0.17706465598450408,0.5766972885470859,1
"Twenty per cent of pupils said they have a ""main"" account to show parents","Zwanzig Prozent der Schüler sagten, sie hätten ein Hauptkonto, um es ihren Eltern zu zeigen.","Zwanzig Prozent der Schüler gaben an, ein „Haupt“-Konto zu haben, das sie ihren Eltern zeigen","Zwanzig Prozent der Schüler gaben an, ein „Haupt“ -Konto zu haben, um es den Eltern zu zeigen",1399,97.0,0.322328812779177,-0.041031341045636466,0.44367340445045783,1
One in five children - some as young as 11 - are creating social media accounts that they keep secret from adults.,"Ein Fünftel der Kinder - einige erst elf Jahre alt - erstellen Social-Media-Konten, die sie vor Erwachsenen geheim halten.","Eins von fünf Kindern – einige davon nicht älter als 11 – erstellt Konten in sozialen Netzwerken, das es vor Erwachsenen geheim hält.","Jedes fünfte Kind – manche erst 11 Jahre alt – erstellt Social-Media-Konten, die es vor Erwachsenen geheim hält.",1400,96.0,0.257863050223342,-0.15007933956070593,0.3771614624021438,1
"A survey of 20,000 secondary school pupils revealed a rapid growth in ""fake Insta"" accounts - a reference to photo-sharing site Instagram.",Eine Befragung von 20.000 Sekundarschülern ergab ein rasches Wachstum von „Fake Insta“-Accounts – eine Referenz auf Foto-Sharing-Webseite Instagram.,Eine Umfrage von 20.000 Schülern von weiterführenden Schulen zeigte ein starkes Wachstum an „falschen Insta“-Konten – eine Referenz an die Fotoplattform Instagram.,Eine Umfrage unter 20.000 Sekundarschülern ergab ein rasches Wachstum von „Fake-Insta“ -Accounts – eine Anspielung auf die Foto-Sharing-Seite Instagram.,1401,97.0,0.322328812779177,-0.041031341045636466,0.44367340445045783,1
The news has heightened fears that sexual content is being posted.,"Diese Nachricht hat die Befürchtungen verstärkt, dass sexuelle Inhalte gepostet werden.","Die Nachricht hat die Befürchtungen vergrößert, dass sexuelle Inhalte gepostet werden.","Die Nachricht hat Befürchtungen verstärkt, dass sexuelle Inhalte gepostet werden.",1402,97.0,0.322328812779177,-0.041031341045636466,0.44367340445045783,1
"Twenty per cent of pupils said they operate a sanitised ""main"" account to show parents, while also having private ones.","20 Prozent der befragten Schüler sagten, dass sie ein „entschärftest“ Hauptkonto für ihre Eltern und weitere private Konten besitzen.","Zwanzig Prozent der Schüler gaben an, dass sie ein entschärftes „Hauptkonto“ führen, das sie ihren Eltern zeigen, während sie gleichzeitige auch private führen.","Zwanzig Prozent der Schüler gaben an, ein desinfiziertes „Hauptkonto“ zu betreiben, um den Eltern zu zeigen, aber auch ein privates zu haben.",1403,98.0,0.386794575335012,0.06801665746943292,0.5101853464987719,1
"One mother who stumbled across her 13-year-old's daughter's secret site found a teenager urging others to ""rape me.""","Eine Mutter, die über die geheime Seite ihrer 13-jährigen Tochter stolperte, fand einen Jugendlichen, der andere aufforderte, „mich zu vergewaltigen“.","Eine Mutter, die über die geheime Seite ihrer 13-jährigen Tochter stolperte, stieß auf einen Teenager, der andere dazu aufforderte, „diesen zu vergewaltigen“.","Eine Mutter, die über die geheime Seite der Tochter ihrer 13-Jährigen stolperte, fand einen Teenager, der andere drängte, „mich zu vergewaltigen“.",1404,98.0,0.386794575335012,0.06801665746943292,0.5101853464987719,1
"The research, by Digital Awareness UK and the Headmasters"" and Headmistresses"" Conference (HMC) of independent schools, found 40 per cent of 11 to 18-year-olds had two profiles, with half of those admitting to keeping private accounts.","Die Forschung von Digital Awareness UK und der Headmasters and Headmistresses Conference (HMC) unabhängiger Schulen ergab, dass 40 Prozent der 11- bis 18-Jährigen zwei Profile hatten, wobei die Hälfte der Personen zugab, private Konten zu führen.","Die Forschung von Digital Awareness UK und der Rekoren und Rektorinnenkonferenz (HMC) der unabhängigen Schulen stellte fest, dass 40 Prozent der 11 bis 18-jährigen hatten zwei Profile, mit der Hälfte von jenen zugebend zu führen private Konten.","Die Untersuchung von Digital Awareness UK und der Schulleiter- und Schulleiterkonferenz (HMC) unabhängiger Schulen ergab, dass 40 Prozent der 11- bis 18-Jährigen zwei Profile hatten, wobei die Hälfte von ihnen zugab, private Konten zu führen.",1405,95.0,0.193397287667506,-0.25912733807577704,0.3106495203538298,1
"HMC chief Mike Buchanan said: ""It's disturbing so many teenagers are tempted into creating online spaces where parents and teachers cannot find them.""","Der Vorsitzende der Headmasters’ and Headmistresses’ Conference (HMC) Mike Buchanan sagte: „Es ist beunruhigend, dass so viele Teenager der Versuchung unterliegen, Online-Räume zu schaffen, in denen Sie weder von Eltern noch Lehrern gefunden werden können“.","HMC Chef MIke Buchanan sagte: „Es ist beunruhigend zu sehen, dass so viele Teenager in Versuchung kommen, Online-Räume zu schaffen, wo Eltern und Lehrer sie nicht finden können.“","HMC-Chef Mike Buchanan sagte: „Es ist verstörend, dass so viele Teenager versucht sind, Online-Räume zu schaffen, in denen Eltern und Lehrer sie nicht finden können“.",1406,96.0,0.257863050223342,-0.15007933956070593,0.3771614624021438,1
"Eilidh Doyle will be ""voice for athletes"" on Scottish Athletics board",Eilidh Doyle sitzt als „Stimme der Athleten“ im Vorstand von Scottish Athletics,Eilidh Doyle wird die „Stimme für Athleten“ im Vorstand von Scottish Athletics,Eilidh Doyle wird „Stimme für Athleten“ im Vorstand von Scottish Athletics sein,1407,99.0,0.451260337890848,0.17706465598450408,0.5766972885470859,1
Eilidh Doyle has been elected to the board of Scottish Athletics as a non-executive director at the governing body's annual general meeting.,Eilidh Doyle wurde auf der Jahreshauptversammlung des Vorstandss von Scottish Athletics als nicht-exekutives Mitglied in den Vorstand gewählt.,Eilidh Doyle wurde bei der jährlichen Hauptversammlung des Gremiums als nicht-exekutives Mitglied in den Vorstand von Scottish Athletics gewählt.,Eilidh Doyle wurde auf der Jahreshauptversammlung des Dachverbandes als nicht geschäftsführender Direktor in den Vorstand von Scottish Athletics gewählt.,1408,"Series([], Name: raw_score, dtype: float64)","Series([], Name: z_score, dtype: float64)","Series([], Name: z_score_norm, dtype: float64)","Series([], Name: raw_score_norm, dtype: float64)","Series([], Name: annotators, dtype: object)"
